genetic;length;mass;exercise;smoking;alcohol;sugar;lifespan
82.0;193.0;83.0;2.0;0.0;8.0;3;81
77.0;182.0;62.0;1.0;0.0;2.0;3;80
81.0;199.0;84.0;3.0;0.0;4.0;2;106
81.0;187.0;70.0;0.0;0.0;10.0;2;71
79.0;186.0;95.0;2.0;18.0;5.0;2;70
81.0;168.0;82.0;1.0;18.0;9.0;3;52
82.0;199.0;89.0;2.0;11.0;9.0;2;77
77.0;155.0;88.0;2.0;15.0;9.0;4;54
81.0;176.0;90.0;2.0;8.0;7.0;2;80
78.0;205.0;62.0;2.0;13.0;4.0;3;82
78.0;203.0;104.0;0.0;3.0;6.0;3;65
76.0;207.0;66.0;1.0;10.0;9.0;3;67
82.0;178.0;91.0;3.0;2.0;9.0;1;93
81.0;200.0;85.0;3.0;7.0;8.0;1;95
79.0;172.0;82.0;2.0;16.0;4.0;3;76
76.0;196.0;104.0;1.0;16.0;7.0;1;66
82.0;163.0;73.0;3.0;15.0;6.0;2;90
80.0;178.0;76.0;2.0;20.0;2.0;4;66
81.0;179.0;72.0;1.0;15.0;7.0;2;64
81.0;167.0;82.0;1.0;12.0;6.0;3;67
81.0;183.0;80.0;1.0;18.0;8.0;2;62
78.0;173.0;67.0;1.0;22.0;7.0;2;64
81.0;194.0;62.0;1.0;9.0;9.0;2;79
77.0;173.0;72.0;2.0;13.0;9.0;2;74
81.0;187.0;84.0;2.0;0.0;7.0;4;86
78.0;169.0;88.0;1.0;11.0;8.0;3;61
80.0;178.0;66.0;4.0;19.0;6.0;2;90
77.0;180.0;90.0;2.0;20.0;6.0;2;74
82.0;177.0;62.0;3.0;12.0;9.0;3;89
78.0;184.0;82.0;1.0;0.0;4.0;2;79
79.0;194.0;72.0;1.0;1.0;6.0;2;83
81.0;160.0;85.0;2.0;6.0;9.0;3;78
81.0;166.0;64.0;2.0;12.0;8.0;1;84
80.0;172.0;77.0;1.0;0.0;5.0;3;76
80.0;187.0;63.0;3.0;2.0;6.0;1;106
80.0;182.0;86.0;2.0;12.0;9.0;3;69
81.0;187.0;78.0;2.0;4.0;9.0;1;82
81.0;202.0;70.0;1.0;13.0;9.0;2;70
82.0;165.0;67.0;2.0;20.0;1.0;3;74
79.0;181.0;101.0;3.0;16.0;9.0;2;80
79.0;190.0;91.0;3.0;8.0;9.0;4;78
81.0;196.0;91.0;2.0;20.0;7.0;3;68
79.0;189.0;75.0;2.0;14.0;8.0;3;76
79.0;177.0;85.0;2.0;20.0;4.0;1;71
81.0;185.0;75.0;2.0;16.0;6.0;2;81
80.0;182.0;64.0;2.0;19.0;3.0;5;68
78.0;191.0;73.0;2.0;17.0;8.0;3;66
81.0;177.0;66.0;2.0;10.0;8.0;3;77
79.0;166.0;93.0;1.0;19.0;8.0;1;58
78.0;179.0;93.0;1.0;7.0;7.0;2;72
83.0;187.0;67.0;2.0;0.0;6.0;3;91
79.0;157.0;75.0;3.0;1.0;7.0;1;92
79.0;183.0;76.0;2.0;9.0;6.0;2;86
78.0;184.0;68.0;2.0;1.0;9.0;4;83
80.0;193.0;61.0;2.0;8.0;7.0;4;78
81.0;172.0;76.0;2.0;0.0;3.0;1;95
80.0;189.0;64.0;1.0;10.0;9.0;2;72
80.0;179.0;85.0;1.0;0.0;5.0;2;76
80.0;198.0;66.0;3.0;18.0;8.0;3;80
82.0;176.0;80.0;1.0;14.0;2.0;3;73
82.0;176.0;67.0;2.0;12.0;8.0;4;71
80.0;171.0;102.0;1.0;11.0;10.0;1;66
79.0;155.0;99.0;1.0;10.0;4.0;2;61
80.0;169.0;96.0;3.0;20.0;4.0;2;75
78.0;183.0;91.0;3.0;9.0;7.0;3;88
81.0;169.0;67.0;1.0;1.0;6.0;4;74
80.0;178.0;89.0;2.0;4.0;6.0;4;76
79.0;188.0;85.0;1.0;5.0;9.0;3;67
80.0;197.0;70.0;1.0;19.0;6.0;1;67
79.0;208.0;72.0;3.0;18.0;9.0;4;78
80.0;187.0;91.0;1.0;2.0;1.0;3;81
81.0;206.0;77.0;1.0;3.0;3.0;2;81
79.0;175.0;75.0;1.0;9.0;5.0;2;70
77.0;198.0;75.0;2.0;14.0;8.0;2;73
80.0;176.0;79.0;1.0;0.0;2.0;2;83
80.0;174.0;77.0;3.0;9.0;0.0;3;95
82.0;172.0;81.0;2.0;20.0;10.0;2;74
79.0;198.0;65.0;1.0;15.0;9.0;2;67
80.0;201.0;68.0;2.0;11.0;6.0;2;81
82.0;173.0;73.0;1.0;9.0;1.0;1;82
81.0;167.0;98.0;1.0;21.0;5.0;3;49
77.0;172.0;69.0;2.0;22.0;6.0;2;63
79.0;191.0;73.0;2.0;2.0;9.0;1;84
79.0;167.0;76.0;1.0;4.0;5.0;1;79
81.0;182.0;72.0;3.0;2.0;8.0;2;98
78.0;178.0;89.0;3.0;9.0;0.0;1;94
80.0;168.0;87.0;2.0;12.0;4.0;1;81
80.0;175.0;81.0;1.0;4.0;8.0;3;70
79.0;178.0;98.0;2.0;0.0;9.0;1;80
81.0;198.0;101.0;3.0;11.0;2.0;2;89
83.0;170.0;94.0;1.0;3.0;7.0;5;69
79.0;201.0;76.0;2.0;3.0;2.0;4;88
81.0;209.0;80.0;1.0;1.0;2.0;2;86
79.0;195.0;88.0;2.0;5.0;9.0;3;82
78.0;187.0;74.0;1.0;10.0;2.0;4;68
79.0;174.0;71.0;3.0;20.0;7.0;2;87
82.0;185.0;84.0;2.0;3.0;5.0;1;88
79.0;184.0;75.0;3.0;2.0;4.0;1;98
79.0;189.0;90.0;3.0;16.0;6.0;1;86
79.0;183.0;100.0;1.0;19.0;9.0;4;52
84.0;187.0;76.0;3.0;21.0;2.0;4;82
79.0;182.0;62.0;1.0;10.0;2.0;2;78
77.0;202.0;80.0;1.0;15.0;6.0;3;67
82.0;203.0;74.0;2.0;12.0;7.0;3;82
83.0;181.0;61.0;1.0;6.0;8.0;2;76
79.0;176.0;63.0;2.0;4.0;8.0;5;81
80.0;198.0;75.0;2.0;5.0;9.0;4;81
80.0;188.0;82.0;1.0;18.0;3.0;3;65
80.0;184.0;87.0;1.0;21.0;8.0;4;56
79.0;176.0;69.0;1.0;19.0;1.0;2;72
81.0;184.0;78.0;1.0;2.0;6.0;4;73
79.0;181.0;78.0;2.0;12.0;10.0;2;74
79.0;178.0;82.0;2.0;3.0;4.0;3;82
83.0;201.0;66.0;2.0;4.0;8.0;3;88
78.0;185.0;72.0;1.0;12.0;5.0;3;69
80.0;;90.0;2.0;7.0;7.0;3;74
77.0;164.0;93.0;1.0;12.0;8.0;4;46
83.0;177.0;76.0;1.0;16.0;6.0;2;69
78.0;182.0;70.0;0.0;12.0;8.0;3;54
77.0;200.0;80.0;1.0;14.0;9.0;3;63
79.0;163.0;71.0;1.0;16.0;3.0;3;64
81.0;188.0;90.0;2.0;1.0;4.0;2;90
77.0;199.0;81.0;1.0;22.0;9.0;2;57
82.0;202.0;98.0;1.0;4.0;7.0;4;74
81.0;193.0;68.0;1.0;0.0;8.0;2;80
80.0;172.0;77.0;2.0;9.0;3.0;3;78
79.0;178.0;103.0;2.0;4.0;6.0;3;73
82.0;177.0;77.0;2.0;20.0;5.0;1;80
82.0;163.0;63.0;1.0;3.0;7.0;4;76
80.0;177.0;79.0;2.0;18.0;10.0;2;74
79.0;202.0;72.0;1.0;18.0;10.0;3;62
81.0;184.0;81.0;2.0;21.0;9.0;1;71
81.0;186.0;88.0;1.0;12.0;3.0;2;73
79.0;189.0;83.0;1.0;11.0;3.0;3;74
82.0;194.0;70.0;1.0;0.0;9.0;1;82
79.0;179.0;104.0;2.0;9.0;8.0;2;73
80.0;180.0;85.0;3.0;10.0;7.0;2;90
79.0;195.0;102.0;2.0;3.0;9.0;2;82
79.0;190.0;77.0;1.0;14.0;7.0;4;64
80.0;190.0;73.0;1.0;18.0;3.0;2;72
80.0;172.0;88.0;1.0;20.0;6.0;3;57
81.0;186.0;70.0;2.0;0.0;5.0;2;96
78.0;180.0;87.0;3.0;16.0;8.0;2;80
80.0;188.0;84.0;2.0;11.0;6.0;1;86
79.0;185.0;65.0;1.0;13.0;2.0;4;67
79.0;181.0;71.0;2.0;16.0;2.0;4;72
80.0;182.0;86.0;1.0;6.0;9.0;2;68
81.0;173.0;64.0;2.0;16.0;3.0;4;72
82.0;189.0;68.0;3.0;14.0;6.0;2;97
80.0;179.0;63.0;1.0;3.0;9.0;3;74
78.0;184.0;74.0;2.0;17.0;6.0;2;74
80.0;175.0;64.0;2.0;8.0;2.0;3;88
84.0;180.0;90.0;2.0;9.0;1.0;2;86
79.0;173.0;66.0;1.0;0.0;2.0;2;81
80.0;166.0;80.0;2.0;17.0;2.0;2;77
79.0;200.0;77.0;2.0;18.0;8.0;4;64
79.0;199.0;106.0;1.0;17.0;1.0;2;65
77.0;168.0;92.0;1.0;19.0;3.0;3;56
83.0;178.0;74.0;1.0;12.0;2.0;3;68
81.0;177.0;93.0;1.0;0.0;6.0;2;78
83.0;189.0;85.0;1.0;6.0;6.0;3;71
80.0;189.0;67.0;2.0;3.0;7.0;1;86
79.0;196.0;84.0;1.0;8.0;8.0;3;64
80.0;191.0;96.0;3.0;18.0;7.0;3;74
78.0;185.0;96.0;1.0;2.0;7.0;2;68
79.0;201.0;89.0;1.0;8.0;4.0;1;75
79.0;177.0;97.0;3.0;17.0;4.0;3;75
79.0;176.0;69.0;2.0;3.0;8.0;1;84
79.0;191.0;64.0;3.0;10.0;5.0;3;93
78.0;186.0;69.0;2.0;21.0;7.0;2;68
80.0;180.0;75.0;0.0;6.0;9.0;3;59
79.0;170.0;76.0;1.0;2.0;4.0;2;82
79.0;207.0;79.0;0.0;7.0;8.0;2;68
77.0;192.0;85.0;1.0;0.0;9.0;1;80
79.0;183.0;66.0;1.0;0.0;5.0;3;82
80.0;186.0;68.0;2.0;0.0;2.0;4;92
82.0;185.0;86.0;3.0;14.0;1.0;4;85
80.0;198.0;78.0;1.0;4.0;2.0;1;86
80.0;198.0;86.0;3.0;8.0;6.0;3;92
83.0;175.0;77.0;2.0;21.0;6.0;2;79
81.0;180.0;84.0;1.0;11.0;0.0;2;74
78.0;193.0;98.0;3.0;0.0;8.0;2;91
81.0;193.0;60.0;1.0;6.0;9.0;2;79
79.0;178.0;86.0;1.0;12.0;6.0;2;65
78.0;185.0;92.0;1.0;21.0;8.0;3;57
84.0;212.0;74.0;1.0;7.0;7.0;4;76
81.0;206.0;93.0;1.0;7.0;8.0;1;74
79.0;164.0;75.0;2.0;16.0;6.0;3;70
79.0;183.0;99.0;1.0;22.0;9.0;2;52
79.0;168.0;69.0;2.0;22.0;3.0;3;68
79.0;168.0;79.0;1.0;10.0;0.0;2;69
80.0;196.0;66.0;3.0;0.0;2.0;2;111
77.0;175.0;83.0;2.0;0.0;6.0;3;81
80.0;169.0;96.0;2.0;7.0;9.0;3;69
80.0;173.0;76.0;1.0;0.0;6.0;2;77
79.0;179.0;96.0;0.0;14.0;5.0;2;56
81.0;181.0;91.0;1.0;14.0;4.0;3;67
79.0;198.0;73.0;0.0;3.0;0.0;4;70
80.0;176.0;90.0;2.0;4.0;10.0;3;78
79.0;168.0;78.0;0.0;3.0;6.0;4;58
79.0;182.0;88.0;2.0;0.0;5.0;3;83
77.0;207.0;68.0;3.0;3.0;10.0;2;90
82.0;178.0;88.0;3.0;9.0;9.0;2;89
80.0;185.0;73.0;1.0;8.0;5.0;2;74
83.0;171.0;96.0;1.0;1.0;2.0;2;80
80.0;191.0;71.0;1.0;9.0;5.0;2;79
81.0;198.0;103.0;1.0;18.0;9.0;4;58
82.0;183.0;67.0;2.0;5.0;1.0;2;96
79.0;185.0;84.0;1.0;22.0;7.0;2;60
79.0;171.0;63.0;1.0;3.0;6.0;3;78
81.0;202.0;89.0;2.0;0.0;9.0;3;81
79.0;183.0;69.0;2.0;2.0;10.0;3;83
80.0;175.0;84.0;3.0;9.0;7.0;2;93
79.0;206.0;106.0;1.0;0.0;8.0;3;71
81.0;200.0;98.0;2.0;3.0;5.0;1;87
79.0;202.0;95.0;1.0;7.0;8.0;3;70
82.0;177.0;78.0;2.0;21.0;5.0;2;70
77.0;163.0;91.0;2.0;6.0;9.0;3;69
79.0;197.0;76.0;3.0;17.0;7.0;3;83
78.0;193.0;88.0;3.0;2.0;9.0;2;96
78.0;184.0;60.0;2.0;17.0;0.0;1;86
80.0;168.0;66.0;2.0;8.0;5.0;2;87
81.0;174.0;61.0;2.0;11.0;8.0;2;85
77.0;181.0;76.0;1.0;4.0;4.0;2;79
80.0;183.0;82.0;2.0;10.0;8.0;1;78
81.0;176.0;89.0;1.0;21.0;8.0;4;51
82.0;172.0;83.0;1.0;9.0;6.0;3;68
80.0;178.0;67.0;4.0;19.0;6.0;1;94
80.0;169.0;87.0;1.0;1.0;9.0;2;70
80.0;174.0;81.0;3.0;22.0;9.0;3;73
81.0;172.0;68.0;1.0;3.0;3.0;4;71
81.0;173.0;65.0;2.0;0.0;8.0;2;84
82.0;178.0;101.0;1.0;0.0;1.0;3;81
81.0;204.0;78.0;1.0;16.0;7.0;3;67
81.0;207.0;69.0;2.0;7.0;9.0;3;85
79.0;198.0;72.0;1.0;19.0;7.0;1;68
78.0;176.0;69.0;2.0;0.0;7.0;2;83
79.0;194.0;70.0;2.0;12.0;1.0;2;82
81.0;198.0;100.0;3.0;3.0;4.0;2;96
81.0;196.0;60.0;1.0;13.0;4.0;2;79
82.0;178.0;73.0;1.0;2.0;5.0;2;83
80.0;190.0;83.0;3.0;13.0;4.0;2;86
78.0;192.0;89.0;2.0;1.0;0.0;2;91
78.0;188.0;108.0;2.0;14.0;7.0;1;71
81.0;175.0;73.0;1.0;7.0;7.0;2;75
80.0;191.0;67.0;1.0;9.0;9.0;3;66
83.0;179.0;62.0;1.0;4.0;9.0;2;78
79.0;200.0;92.0;3.0;14.0;6.0;5;80
80.0;184.0;64.0;1.0;21.0;1.0;2;70
82.0;189.0;68.0;1.0;15.0;7.0;4;67
81.0;178.0;89.0;2.0;14.0;4.0;2;76
80.0;178.0;94.0;2.0;22.0;7.0;3;63
82.0;192.0;72.0;2.0;0.0;8.0;1;94
81.0;201.0;88.0;2.0;6.0;7.0;3;85
80.0;210.0;71.0;3.0;19.0;9.0;2;86
80.0;180.0;102.0;2.0;7.0;8.0;2;80
80.0;189.0;86.0;2.0;15.0;0.0;3;78
78.0;179.0;74.0;2.0;18.0;3.0;2;73
81.0;175.0;73.0;0.0;5.0;3.0;3;70
82.0;189.0;73.0;2.0;2.0;7.0;3;87
82.0;170.0;83.0;2.0;14.0;9.0;2;71
82.0;180.0;62.0;3.0;12.0;8.0;2;91
80.0;214.0;80.0;2.0;9.0;8.0;3;80
79.0;190.0;74.0;3.0;13.0;3.0;3;86
80.0;185.0;90.0;2.0;4.0;3.0;4;83
78.0;185.0;77.0;2.0;5.0;9.0;2;82
80.0;186.0;111.0;3.0;10.0;9.0;2;79
81.0;174.0;87.0;1.0;18.0;6.0;2;67
81.0;192.0;68.0;1.0;4.0;6.0;1;78
80.0;186.0;94.0;1.0;17.0;1.0;3;63
76.0;210.0;94.0;3.0;4.0;2.0;3;96
76.0;186.0;62.0;1.0;18.0;8.0;2;64
83.0;195.0;90.0;1.0;12.0;3.0;3;78
81.0;170.0;62.0;3.0;22.0;0.0;3;87
84.0;199.0;78.0;1.0;14.0;7.0;3;66
82.0;170.0;71.0;2.0;10.0;1.0;2;87
77.0;169.0;73.0;1.0;0.0;8.0;4;70
81.0;174.0;61.0;2.0;18.0;2.0;2;76
84.0;183.0;68.0;2.0;18.0;0.0;2;90
82.0;200.0;74.0;1.0;17.0;4.0;2;73
82.0;189.0;62.0;1.0;19.0;4.0;2;70
78.0;174.0;80.0;2.0;5.0;8.0;2;77
83.0;182.0;78.0;1.0;16.0;9.0;2;69
79.0;183.0;86.0;2.0;1.0;8.0;2;84
79.0;197.0;62.0;2.0;7.0;6.0;2;85
80.0;189.0;90.0;2.0;10.0;6.0;3;78
81.0;196.0;63.0;1.0;18.0;8.0;2;65
80.0;193.0;100.0;2.0;19.0;5.0;3;71
79.0;163.0;105.0;2.0;9.0;1.0;1;78
80.0;180.0;63.0;1.0;20.0;9.0;1;64
81.0;174.0;67.0;3.0;9.0;9.0;2;90
82.0;191.0;78.0;2.0;6.0;9.0;2;84
79.0;175.0;68.0;2.0;8.0;6.0;1;79
82.0;173.0;76.0;1.0;10.0;5.0;2;76
79.0;180.0;77.0;3.0;20.0;3.0;1;89
81.0;174.0;98.0;1.0;8.0;7.0;2;63
79.0;201.0;78.0;1.0;21.0;6.0;3;61
80.0;161.0;101.0;2.0;3.0;3.0;3;75
81.0;208.0;78.0;2.0;19.0;5.0;2;83
79.0;199.0;68.0;1.0;13.0;4.0;4;69
82.0;174.0;87.0;2.0;18.0;8.0;2;67
77.0;191.0;94.0;2.0;4.0;9.0;3;78
79.0;197.0;71.0;2.0;11.0;8.0;3;80
84.0;161.0;66.0;1.0;7.0;9.0;3;73
82.0;171.0;74.0;2.0;8.0;2.0;3;80
82.0;198.0;84.0;1.0;16.0;9.0;1;67
81.0;185.0;72.0;2.0;13.0;2.0;2;86
82.0;194.0;82.0;1.0;17.0;5.0;3;69
82.0;178.0;72.0;1.0;0.0;8.0;3;81
81.0;180.0;68.0;1.0;0.0;0.0;2;90
81.0;178.0;80.0;1.0;5.0;9.0;3;70
77.0;188.0;71.0;1.0;13.0;2.0;2;73
77.0;184.0;70.0;2.0;15.0;4.0;4;69
79.0;211.0;82.0;1.0;21.0;9.0;2;66
78.0;194.0;68.0;2.0;10.0;5.0;2;82
80.0;166.0;90.0;1.0;4.0;5.0;3;69
80.0;190.0;96.0;0.0;20.0;3.0;2;56
81.0;162.0;71.0;2.0;2.0;8.0;3;76
80.0;178.0;68.0;2.0;2.0;9.0;3;80
79.0;175.0;88.0;3.0;0.0;8.0;1;96
80.0;179.0;87.0;3.0;12.0;7.0;3;79
80.0;187.0;94.0;3.0;13.0;2.0;3;87
79.0;168.0;80.0;2.0;11.0;6.0;4;74
80.0;183.0;82.0;1.0;12.0;8.0;3;67
81.0;166.0;65.0;3.0;0.0;7.0;2;101
81.0;172.0;88.0;2.0;6.0;8.0;1;77
79.0;186.0;80.0;1.0;11.0;9.0;3;64
76.0;194.0;85.0;2.0;18.0;7.0;2;66
78.0;207.0;78.0;3.0;22.0;6.0;3;81
80.0;189.0;83.0;1.0;14.0;7.0;4;60
82.0;194.0;103.0;2.0;5.0;9.0;4;74
77.0;181.0;74.0;1.0;9.0;4.0;3;73
81.0;156.0;110.0;1.0;8.0;9.0;3;58
78.0;187.0;80.0;1.0;18.0;9.0;5;51
83.0;174.0;74.0;1.0;6.0;4.0;4;70
81.0;160.0;101.0;2.0;3.0;7.0;3;73
81.0;186.0;71.0;2.0;13.0;5.0;2;78
77.0;154.0;90.0;2.0;0.0;4.0;2;73
80.0;175.0;96.0;1.0;0.0;7.0;4;66
84.0;166.0;94.0;1.0;16.0;4.0;2;67
80.0;177.0;82.0;2.0;17.0;3.0;3;71
81.0;174.0;64.0;1.0;16.0;8.0;2;70
78.0;187.0;86.0;1.0;8.0;1.0;2;78
81.0;188.0;79.0;1.0;19.0;8.0;2;69
80.0;185.0;74.0;1.0;0.0;8.0;3;69
80.0;171.0;85.0;1.0;3.0;9.0;2;72
80.0;203.0;74.0;2.0;16.0;9.0;2;72
81.0;172.0;60.0;2.0;2.0;8.0;3;89
79.0;154.0;67.0;3.0;16.0;7.0;2;79
82.0;172.0;71.0;2.0;15.0;9.0;3;74
79.0;212.0;67.0;1.0;17.0;8.0;3;69
78.0;180.0;91.0;2.0;21.0;9.0;3;60
78.0;181.0;72.0;1.0;1.0;9.0;2;78
79.0;175.0;79.0;1.0;9.0;9.0;1;72
80.0;193.0;68.0;1.0;22.0;9.0;2;60
82.0;205.0;74.0;1.0;2.0;7.0;2;82
81.0;212.0;73.0;2.0;19.0;2.0;2;84
78.0;188.0;90.0;3.0;6.0;2.0;3;94
80.0;183.0;90.0;1.0;5.0;1.0;2;78
83.0;192.0;78.0;3.0;16.0;7.0;3;86
77.0;184.0;97.0;0.0;1.0;8.0;3;62
82.0;181.0;87.0;2.0;0.0;9.0;3;86
79.0;185.0;80.0;2.0;0.0;6.0;1;89
80.0;195.0;101.0;1.0;0.0;4.0;2;78
82.0;194.0;90.0;1.0;13.0;7.0;2;73
81.0;158.0;82.0;2.0;1.0;2.0;2;88
81.0;183.0;94.0;1.0;0.0;7.0;2;73
79.0;168.0;75.0;2.0;19.0;5.0;2;74
81.0;176.0;94.0;3.0;2.0;3.0;2;96
79.0;178.0;63.0;2.0;18.0;7.0;2;71
78.0;174.0;97.0;4.0;17.0;9.0;2;81
81.0;206.0;61.0;0.0;6.0;6.0;2;71
79.0;172.0;81.0;2.0;4.0;7.0;2;76
78.0;174.0;71.0;2.0;14.0;1.0;1;81
81.0;194.0;79.0;1.0;20.0;4.0;2;61
82.0;184.0;74.0;1.0;2.0;2.0;2;83
81.0;174.0;90.0;1.0;1.0;5.0;4;73
78.0;190.0;63.0;1.0;19.0;8.0;2;62
80.0;175.0;63.0;2.0;0.0;8.0;2;87
81.0;191.0;68.0;1.0;4.0;8.0;2;80
80.0;175.0;90.0;2.0;5.0;3.0;3;79
80.0;204.0;81.0;1.0;5.0;6.0;1;82
81.0;204.0;89.0;1.0;12.0;2.0;2;74
78.0;196.0;79.0;2.0;13.0;9.0;1;77
82.0;183.0;83.0;0.0;3.0;3.0;1;78
82.0;168.0;70.0;2.0;19.0;3.0;2;80
81.0;180.0;70.0;3.0;1.0;8.0;2;96
80.0;166.0;83.0;1.0;21.0;7.0;1;64
81.0;181.0;78.0;1.0;17.0;8.0;4;56
84.0;180.0;74.0;1.0;5.0;9.0;2;73
80.0;208.0;85.0;2.0;0.0;1.0;3;90
83.0;181.0;80.0;1.0;9.0;10.0;1;69
82.0;172.0;62.0;1.0;1.0;7.0;1;83
76.0;166.0;85.0;3.0;0.0;8.0;2;88
79.0;179.0;62.0;2.0;3.0;10.0;4;82
81.0;171.0;87.0;1.0;8.0;9.0;2;64
82.0;187.0;70.0;1.0;0.0;5.0;1;85
79.0;207.0;92.0;1.0;10.0;7.0;3;64
82.0;209.0;90.0;1.0;17.0;6.0;3;68
82.0;210.0;90.0;1.0;12.0;1.0;3;73
81.0;177.0;74.0;1.0;18.0;6.0;2;70
82.0;189.0;88.0;1.0;2.0;1.0;3;79
81.0;182.0;66.0;1.0;0.0;5.0;3;83
80.0;201.0;104.0;1.0;10.0;7.0;2;69
81.0;170.0;71.0;1.0;10.0;2.0;4;69
77.0;182.0;84.0;2.0;1.0;6.0;2;84
79.0;186.0;63.0;1.0;16.0;4.0;3;72
81.0;200.0;100.0;2.0;11.0;7.0;2;80
81.0;202.0;95.0;1.0;20.0;1.0;3;69
82.0;189.0;70.0;1.0;3.0;6.0;2;79
80.0;202.0;64.0;1.0;21.0;8.0;2;65
81.0;173.0;91.0;2.0;20.0;8.0;2;65
81.0;175.0;79.0;3.0;1.0;9.0;2;97
81.0;193.0;75.0;1.0;20.0;7.0;2;62
82.0;170.0;71.0;3.0;19.0;7.0;4;76
81.0;191.0;84.0;2.0;20.0;6.0;5;67
80.0;169.0;77.0;1.0;22.0;8.0;3;53
79.0;171.0;78.0;1.0;15.0;7.0;3;61
80.0;186.0;96.0;1.0;3.0;7.0;3;72
79.0;188.0;93.0;1.0;12.0;4.0;4;64
77.0;196.0;75.0;1.0;14.0;1.0;2;74
82.0;169.0;74.0;1.0;4.0;4.0;5;70
79.0;172.0;73.0;2.0;12.0;9.0;4;64
77.0;170.0;89.0;1.0;16.0;6.0;3;58
81.0;185.0;83.0;2.0;17.0;6.0;1;75
80.0;184.0;109.0;2.0;8.0;9.0;2;77
77.0;174.0;90.0;1.0;0.0;2.0;2;75
78.0;194.0;80.0;1.0;16.0;4.0;2;67
82.0;187.0;91.0;1.0;10.0;3.0;2;78
78.0;183.0;80.0;1.0;18.0;4.0;2;63
78.0;172.0;64.0;2.0;0.0;6.0;2;84
80.0;172.0;76.0;2.0;4.0;7.0;4;73
79.0;181.0;91.0;1.0;6.0;7.0;4;67
78.0;169.0;79.0;3.0;0.0;7.0;3;90
78.0;182.0;94.0;2.0;7.0;7.0;2;76
81.0;186.0;105.0;1.0;13.0;5.0;2;66
83.0;188.0;66.0;1.0;5.0;7.0;3;74
79.0;185.0;97.0;2.0;15.0;8.0;3;70
77.0;193.0;75.0;2.0;1.0;6.0;2;92
79.0;193.0;70.0;1.0;3.0;8.0;3;77
79.0;192.0;88.0;1.0;9.0;4.0;4;68
80.0;173.0;86.0;3.0;18.0;8.0;1;80
83.0;212.0;81.0;1.0;0.0;5.0;1;88
77.0;181.0;100.0;1.0;12.0;3.0;2;66
82.0;164.0;88.0;3.0;11.0;2.0;2;85
81.0;178.0;87.0;1.0;19.0;3.0;3;60
82.0;192.0;84.0;1.0;16.0;9.0;2;65
82.0;163.0;73.0;1.0;13.0;3.0;2;64
79.0;171.0;61.0;2.0;17.0;2.0;2;76
77.0;190.0;66.0;1.0;1.0;9.0;3;75
80.0;164.0;65.0;3.0;2.0;6.0;1;97
81.0;190.0;71.0;1.0;8.0;8.0;3;67
77.0;186.0;92.0;1.0;2.0;9.0;1;75
84.0;159.0;74.0;2.0;9.0;7.0;3;73
79.0;170.0;87.0;2.0;6.0;6.0;3;75
80.0;185.0;97.0;1.0;13.0;7.0;3;60
81.0;202.0;62.0;1.0;18.0;7.0;1;73
78.0;171.0;69.0;3.0;8.0;6.0;4;82
81.0;186.0;71.0;2.0;18.0;10.0;2;74
77.0;194.0;96.0;1.0;17.0;7.0;3;59
79.0;199.0;92.0;1.0;6.0;4.0;4;70
80.0;179.0;99.0;1.0;17.0;6.0;1;69
82.0;167.0;64.0;2.0;9.0;6.0;1;86
80.0;183.0;93.0;2.0;2.0;9.0;3;85
83.0;205.0;62.0;2.0;3.0;3.0;2;97
78.0;210.0;109.0;3.0;9.0;8.0;3;80
80.0;188.0;83.0;1.0;12.0;3.0;2;68
82.0;192.0;77.0;2.0;0.0;8.0;1;89
79.0;175.0;78.0;1.0;9.0;7.0;3;65
80.0;184.0;66.0;1.0;5.0;3.0;3;80
80.0;173.0;65.0;1.0;15.0;7.0;3;64
81.0;193.0;103.0;1.0;17.0;4.0;2;67
80.0;186.0;63.0;3.0;9.0;2.0;1;96
80.0;172.0;99.0;2.0;3.0;6.0;3;80
80.0;200.0;71.0;2.0;4.0;1.0;2;95
83.0;192.0;83.0;2.0;4.0;6.0;4;85
81.0;161.0;66.0;1.0;1.0;5.0;2;80
78.0;166.0;65.0;1.0;14.0;3.0;3;67
79.0;171.0;84.0;2.0;20.0;8.0;2;66
80.0;190.0;79.0;2.0;20.0;5.0;3;71
80.0;187.0;94.0;2.0;10.0;9.0;1;77
83.0;171.0;81.0;1.0;11.0;0.0;1;80
78.0;186.0;87.0;2.0;20.0;1.0;3;66
82.0;195.0;97.0;2.0;0.0;7.0;2;88
83.0;188.0;64.0;1.0;1.0;2.0;1;93
81.0;182.0;71.0;3.0;2.0;7.0;1;100
80.0;214.0;81.0;1.0;14.0;0.0;1;80
80.0;209.0;96.0;1.0;19.0;6.0;2;66
81.0;199.0;72.0;2.0;18.0;9.0;2;78
83.0;186.0;75.0;1.0;18.0;1.0;2;72
78.0;184.0;99.0;1.0;8.0;6.0;2;71
80.0;188.0;64.0;1.0;18.0;1.0;1;81
80.0;192.0;62.0;1.0;3.0;8.0;2;82
82.0;208.0;89.0;1.0;0.0;2.0;1;88
77.0;191.0;84.0;3.0;1.0;9.0;3;87
79.0;204.0;86.0;1.0;12.0;6.0;1;78
81.0;197.0;87.0;3.0;17.0;8.0;2;81
80.0;194.0;66.0;1.0;21.0;9.0;2;65
80.0;170.0;75.0;4.0;13.0;1.0;3;95
